sourcePostId,sourceUrl,publishedAt,brand,model,year,trim,mileage,engine,powerHp,consumption,transmission,drive,safety,interior,damage,vin,auctionDate,estimatedBidUsd,priceRub,customsRub,lot,calculationDate,photos,rawText
3628,https://t.me/AutoWorld_Georgia/3628,2026-09-05T19:31:38+00:00,на,,2009,Premium,🔺,2.0L на 152HP,152.0,,CVT,полный AWD,"""",текстиль,"""сзади""",JF2GUADC6R8221695,10.09.2026,,2300000,,63490526,05.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/main-1790168483300-main-1-fe7530c7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168483687-other-2-80da4d7b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168484351-other-3-e4d7f0dc.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168484941-other-4-cbc9b213.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168485550-other-5-19969514.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168485949-other-6-72e81855.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168486284-other-7-076e37c2.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3628/other-1790168486641-other-8-27532409.jpg,"👤
👤
👤
👤
👤
👤
👤
на 10.09
🌟
Subaru Crosstrek (рест) 04/23г.
✨
2️⃣
🤩
1️⃣
5️⃣
🔤
🔤
🔤
*
🔹
комплектация
Premium
🔹
Пробег:
🔺
21400ml
👍
🔹
Двигатель:
2.0L на 152HP
🐎
💨
🔹
Коробка
: CVT
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""сзади""
📜
История автомобиля
👇
JF2GUADC6R8221695
⚖️
🛎
Торги 10.09.2026г.
+- 9000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 2.3 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
555 тыс.руб.
🔎
👾
63490526
расчёт 05.09.2026г.
💵
87"
3637,https://t.me/AutoWorld_Georgia/3637,2026-09-05T20:43:16+00:00,на,,2009,Limited,🔺,"HYBRID 1,6L на 139HP",139.0,4.5л/100км,Робот-6,передний FWD,"""",кожа,"""спереди""",KMHLN4DJ3RU097382,08.09.2026,,2150000,,60085896,05.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/main-1790168487205-main-1-c178c30d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168487793-other-2-f410cacc.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168488371-other-3-8b8ec4d6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168488951-other-4-58037d8b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168489623-other-5-8b97739c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168490212-other-6-b29000e9.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168490781-other-7-5c4aad6d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3637/other-1790168491347-other-8-9483373d.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
Hyundai Elantra 12/23г.
✨
1️⃣
🤩
9️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация
Limited
🔹
Пробег:
🔺
42400ml
👍
🔹
Двигатель:
HYBRID 1,6L на 139HP
🐎
💨
🔹
Расход:
4.5л/100км
❗️
🔹
Коробка
: Робот-6
🔹
Привод:
передний FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""спереди""
📜
История автомобиля
👇
KMHLN4DJ3RU097382
⚖️
🛎
Торги 08.09.2026г.
+- 8000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 2.15 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
415 тыс.руб.
🔎
👾
60085896
расчёт 05.09.2026г.
💵
87"
3647,https://t.me/AutoWorld_Georgia/3647,2026-09-06T09:40:29+00:00,на,,2009,Tradesman,🔺,"ДИЗЕЛЬ 6,7L на 430HP",430.0,,АКПП,полный АWD,"""",текстиль,"""механическое""",3C63R5CL0TG208568,08.09.2026,,6800000,,64820586,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/main-1790168491981-main-1-4b73bba2.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168492571-other-2-2c452c5e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168493153-other-3-b62aa2ca.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168493853-other-4-d1a79b9a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168494464-other-5-82708e5f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168494884-other-7-83f3ce8a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3647/other-1790168495207-other-8-fb993faf.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
RAM 2500 09/25г.
✨
6️⃣
🤩
5️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация
Tradesman
🔹
Пробег:
🔺
23300ml
👍
🔹
Двигатель:
ДИЗЕЛЬ 6,7L на 430HP
🐎
💨
🔹
Коробка
: АКПП
🔹
Привод:
полный АWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""механическое""
📜
История автомобиля
👇
3C63R5CL0TG208568
⚖️
🛎
Торги 08.09.2026г.
+- 35000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 6.8 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
2170 тыс.руб.
🔎
👾
64820586
расчёт 06.09.2026г.
💵
87"
3657,https://t.me/AutoWorld_Georgia/3657,2026-09-06T10:12:26+00:00,на,,2009,DENALI,🔺,ДИЗЕЛЬ 3.0L на 305HP,305.0,,АКПП-10,полный АWD,"""",кожа,"""сзади""",3GTUUGE81TG323695,08.09.2026,,7400000,,45639929,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/main-1790168495617-main-1-3f459255.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168496020-other-2-689b0c44.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168496501-other-3-72d4d467.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168496880-other-4-d58d9124.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168497508-other-5-146d32f4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168497952-other-6-b70328de.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3657/other-1790168498693-other-8-59042774.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
GMC Sierra 1500 03/26г.
✨
7️⃣
🤩
1️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация
DENALI
🔹
Пробег:
🔺
303ml
👍
🔹
Двигатель:
ДИЗЕЛЬ 3.0L на 305HP
🐎
💨
🔹
Коробка
: АКПП-10
🔹
Привод:
полный АWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""сзади""
📜
История автомобиля
👇
3GTUUGE81TG323695
⚖️
🛎
Торги 08.09.2026г.
+- 40000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 7.4 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
2350 тыс.руб.
🔎
👹
45639929
расчёт 06.09.2026г.
💵
87"
3667,https://t.me/AutoWorld_Georgia/3667,2026-09-07T01:48:41+00:00,Kia,Forte,2021,FE,37000ml,"2,0l на 147HP",147.0,,CVT,передний,"""завод""",текстиль,,3KPF24AD0NE445365,,,,,,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/main-1790168499528-main-1-06d5089f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168500117-other-2-66ed02d3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168500804-other-3-ce58732b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168501380-other-4-20cb5158.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168501696-other-5-e2c2ab16.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168502013-other-6-3b3364ac.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168502328-other-7-4cf8cdba.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3667/other-1790168502803-other-8-70b65ace.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Kia Forte 12/2021г.
🚗
✨
2️⃣
🤩
1️⃣
3️⃣
🔤
🔤
🔤
🔹
комплектация
FE
🔹
Пробег:
37000ml
👍
🔹
Двигатель:
2,0l на 147HP
🐎
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:  передний
FWD
🔹
Безопасность ""завод""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
3KPF24AD0NE445365
🔎
0409АРГ1759
расчёт 06.09.2026г.
💵
87"
3677,https://t.me/AutoWorld_Georgia/3677,2026-09-07T01:52:22+00:00,TOYOTA,Prius,2022,XLE,39400ml,HYBRID 1.8l на 148HP,148.0,4.5л/100км,CVT,передний,"""завод""",кожа,,JTDKAMFU7N3190201,,,,,,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/main-1790168503141-main-1-056326cb.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168503741-other-2-42d937b1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168505235-other-3-e6a705da.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168505876-other-4-f3999fd6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168506429-other-5-2dfaefcd.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168507002-other-6-3ade5e81.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168507536-other-7-7595fbe5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3677/other-1790168508074-other-8-57b65c54.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
TOYOTA Prius 11/2022г.
🚗
✨
2️⃣
🤩
4️⃣
6️⃣
🔤
🔤
🔤
🔹
комплектация
XLE
🔹
Пробег:
39400ml
👍
🔹
Двигатель:
HYBRID 1.8l на 148HP
🐎
💨
🔹
Расход: 4.5л/100км
❗️
🔹
Коробка:
CVT
🔹
Привод:  передний
FWD
🔹
Безопасность ""завод""
🔹
Салон кожа
🛋
, подогрев сидений, руля и зеркал. Дистроник, BSM, мертвые зоны, удержание в полосе.
Круиз контроль адаптивный.
Подсветка салона и дверей.
Все фары и туманки оригинал.
Стекла все оригинальные родные.
Беспроводная зарядка.
Паркинги спереди и сзади.
Авто парковка.
Автоматический свет.
Предупреждение столкновений спереди и сзади с автоматическим торможением.
📜
История автомобиля
👇
JTDKAMFU7N3190201
🔎
0309АРГ2145
расчёт 06.09.2026г.
💵
87"
3685,https://t.me/AutoWorld_Georgia/3685,2026-09-07T01:55:19+00:00,Hyundai,Kona,2022,SEL,26000ml,"2,0l на 147HP",147.0,,CVT,полный,"""завод""",текстиль,,KM8K3CAB0NU898919,,,,,,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/main-1790168508660-main-1-3773210c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168509243-other-2-3bef48c6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168509681-other-3-03a3f8d5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168510139-other-4-a4a01f31.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168510458-other-5-32bbf520.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168511000-other-6-4472d5a4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168511366-other-7-abc01ffe.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3685/other-1790168511675-other-8-ba30888a.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Hyundai Kona 03/2022г.
🚗
✨
2️⃣
🤩
🔤
8️⃣
🔤
🔤
🔤
🔹
комплектация
SEL
🔹
Пробег:
26000ml
👍
🔹
Двигатель:
2,0l на 147HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:  полный
AWD
🔹
Безопасность ""завод""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
KM8K3CAB0NU898919
🔎
97MA1201321
расчёт 06.09.2026г.
💵
87"
3695,https://t.me/AutoWorld_Georgia/3695,2026-09-07T01:56:36+00:00,HYUNDAI,Venue,2023,SEL,20000ml,1.6l на 122HP,122.0,,CVT,передний,"""80% завод""",текстиль,,KMHRC8A3XPU265027,,,,,,06.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/main-1790168512262-main-1-8128b95b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168513760-other-2-ee816702.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168514373-other-3-2057aa7d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168514804-other-4-e50b29ca.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168515352-other-5-162ec260.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168515945-other-6-55283f4c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168516274-other-7-020c42c0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3695/other-1790168516917-other-8-79342e73.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
HYUNDAI Venue 05/2023г.
🚗
✨
1️⃣
🤩
9️⃣
5️⃣
🔤
🔤
🔤
🔹
комплектация
SEL
🔹
Пробег:
20000ml
👍
🔹
Двигатель:
1.6l на 122HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:  передний
FWD
🔹
Безопасность ""80% завод""
🔹
Салон текстиль
🛋
, цифровая приборка, Подогревы передних сидений и руля.
BSM, мертвые зоны, удержание в полосе, круиз контроль, предупреждение столкновений при движении спереди и сзади с автоматическим торможением.
Бесключевой доступ. Старт-стоп.
📜
История автомобиля
👇
KMHRC8A3XPU265027
🔎
0209АРГ2304
расчёт 06.09.2026г.
💵
87"
3703,https://t.me/AutoWorld_Georgia/3703,2026-09-08T08:54:11+00:00,на,,2009,EX,🔺,2.0L на 147HP,147.0,6 / 7 / 8л,IVT,передний FWD,"""",кожа,"""спереди""",3KPFU4DE6TE311780,09.09.2026,,2970000,,45547100,08.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/main-1790168517258-main-1-e031922f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168517801-other-2-7e9b8fa7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168518124-other-3-64430b53.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168518540-other-4-6a4a52d4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168519000-other-5-96534b74.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168519424-other-6-4b0fb34b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168520160-other-7-19612a90.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3703/other-1790168520929-other-8-eee20ea4.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.09
🌟
KIA K4 03/26г.
✨
2️⃣
🤩
7️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация
EX
🔹
Пробег:
🔺
393ml
👍
🔹
Двигатель:
2.0L на 147HP
🐎
💨
🔹
Расход:
6 / 7 / 8л
❗️
🔹
Коробка
: IVT
🔹
Привод:
передний FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""спереди""
📜
История автомобиля
👇
3KPFU4DE6TE311780
⚖️
🛎
Торги 09.09.2026г.
+- 12000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 2.97 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
720 тыс.руб.
🔎
👹
45547100
расчёт 08.09.2026г.
💵
87"
3713,https://t.me/AutoWorld_Georgia/3713,2026-09-08T10:42:48+00:00,на,,2009,GRAN COUPE,🔺,2.0L на 241HP,241.0,,АКПП-8,передний FWD,"""",кожа,"""незначительные""",WBA83GG09T7U55530,08.09.2026,,4300000,,45925489,08.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/main-1790168521592-main-1-7b7554de.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168522256-other-2-53a599b4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168522776-other-3-8fe1c843.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168523372-other-4-c61706fb.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168523792-other-5-a35feb78.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168524200-other-6-16ce37b3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168524832-other-7-f9a0ae83.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3713/other-1790168525465-other-8-e4e49f61.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
BMW 228 10/25г.
✨
4️⃣
🤩
1️⃣
3️⃣
🔤
🔤
🔤
*
🔹
комплектация
GRAN COUPE
🔹
Пробег:
🔺
15500ml
👍
🔹
Двигатель:
2.0L на 241HP
🐎
💨
🔹
Коробка
: АКПП-8
🔹
Привод:
передний FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""незначительные""
📜
История автомобиля
👇
WBA83GG09T7U55530
⚖️
🛎
Торги 08.09.2026г.
+- 15000
😀
(расчетная ставка)
Цена
в России (
с ремонтом
) под
🔧
+- 4.3 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
1810 тыс.руб.
🔎
👹
45925489
расчёт 08.09.2026г.
💵
87"
3723,https://t.me/AutoWorld_Georgia/3723,2026-09-10T01:30:42+00:00,,,,R-Line,32000km,"1,0l на 110HP",110.0,,DSG,передний,"""завод""",текстиль,,,,,,,,10.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/main-1790168526008-main-1-6b481ff1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168526579-other-2-4ec799f5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168527130-other-3-cc3a621e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168527662-other-4-900bc3f1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168528003-other-5-9d414b6b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168528548-other-6-6d1bc7fb.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168529099-other-7-a4388986.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3723/other-1790168529509-other-8-168fd2ae.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Volkswagen T-Cross 2022г.
🚗
✨
1️⃣
🤩
9️⃣
3️⃣
🔤
🔤
🔤
🔹
комплектация
R-Line
🔹
Пробег:
32000km
👍
🔹
Двигатель:
1,0l на 110HP
🐎
💨
🔹
Коробка:
DSG
🔹
Привод:  передний
FWD
🔹
Безопасность ""завод""
🔹
Салон текстиль
🛋
расчёт 10.09.2026г.
💵
86"
3733,https://t.me/AutoWorld_Georgia/3733,2026-09-10T01:47:43+00:00,на,,2009,Limited,🔺,"HYBRID 1,6L на 139HP",139.0,4.5л/100км,Робот-6,передний FWD,"""завод""",…,,,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3733/main-1790168529880-main-1-cea2454d.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
Hyundai Elantra 12/23г.
✨
1️⃣
🤩
9️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация Limited
🔹
Пробег:
🔺
42400ml
👍
🔹
Двигатель: HYBRID 1,6L на 139HP
🐎
💨
🔹
Расход: 4.5л/100км
❗️
🔹
Коробка: Робот-6
🔹
Привод: передний FWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон…"
3734,https://t.me/AutoWorld_Georgia/3734,2026-09-10T01:55:54+00:00,на,,2009,Tradesman,🔺,"ДИЗЕЛЬ 6,7L на 430HP",430.0,,АКПП,полный АWD,"""завод""",текстиль,"""механическое""…",,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3734/main-1790168530316-main-1-71fb18f5.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
RAM 2500 09/25г.
✨
6️⃣
🤩
5️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация Tradesman
🔹
Пробег:
🔺
23300ml
👍
🔹
Двигатель: ДИЗЕЛЬ 6,7L на 430HP
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: полный АWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""механическое""…"
3735,https://t.me/AutoWorld_Georgia/3735,2026-09-10T02:00:07+00:00,на,,2009,EX,🔺,2.0L на 147HP,147.0,6 / 7 / 8л,IVT,передний FWD,"""завод""",кожа,"""спереди""…",,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3735/main-1790168530712-main-1-55c866b4.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.09
🌟
KIA K4 03/26г.
✨
2️⃣
🤩
7️⃣
7️⃣
🔤
🔤
🔤
*
🔹
комплектация EX
🔹
Пробег:
🔺
393ml
👍
🔹
Двигатель: 2.0L на 147HP
🐎
💨
🔹
Расход:  6 / 7 / 8л
❗️
🔹
Коробка: IVT
🔹
Привод: передний FWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""спереди""…"
3736,https://t.me/AutoWorld_Georgia/3736,2026-09-10T02:11:01+00:00,на,,2009,GRAN COUPE,🔺,2.0L на 241HP,241.0,,АКПП-8,передний FWD,"""завод""",кожа,"""незначительные""…",,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3736/main-1790168531113-main-1-70cfe6ac.jpg,"👤
👤
👤
👤
👤
👤
👤
на 08.09
🌟
BMW 228 10/25г.
✨
4️⃣
🤩
1️⃣
3️⃣
🔤
🔤
🔤
*
🔹
комплектация GRAN COUPE
🔹
Пробег:
🔺
15500ml
👍
🔹
Двигатель: 2.0L на 241HP
🐎
💨
🔹
Коробка: АКПП-8
🔹
Привод: передний FWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""незначительные""…"
3737,https://t.me/AutoWorld_Georgia/3737,2026-09-10T02:23:40+00:00,KIA,Seltos,2022,S,44100ml,"2,0l на 147HP",147.0,,CVT,передний,"""восстановлена""",комбинированный,,KNDEU2AA8P7432432,,,,,,10.09.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/main-1790168532028-main-1-999432ff.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168532662-other-2-f0c740f5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168533211-other-3-fc2c3242.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168534065-other-4-a0ba9b6d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168534651-other-5-dfc19532.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168535232-other-6-457e00e3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168535792-other-7-ee15f028.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3737/other-1790168536141-other-8-299e1641.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
KIA Seltos 12/2022г.
🚗
✨
2️⃣
🤩
1️⃣
6️⃣
🔤
🔤
🔤
🔹
комплектация
S
🔹
Пробег:
44100ml
👍
🔹
Двигатель:
2,0l на 147HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:  передний
FWD
🔹
Безопасность ""восстановлена""
🔹
Салон комбинированный
🛋
📜
История автомобиля
👇
KNDEU2AA8P7432432
🔎
0909ГТ
расчёт 10.09.2026г.
💵
86"
